City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
313,Bitung,ID,1.4451,125.1824,86.0,70,40,6.91,light rain
314,Killybegs,IE,54.6333,-8.45,37.99,95,100,1.01,overcast clouds
315,Moskovskiy,RU,55.5991,37.355,43.0,60,0,5.39,clear sky
316,Gonzaga,IT,44.9498,10.8209,50.0,94,100,3.78,light rain
317,Ardatov,RU,55.2421,43.097,35.46,90,100,9.04,overcast clouds
318,Scarborough,GB,54.2797,-0.4044,30.99,82,25,9.06,scattered clouds
319,Cockburn Town,TC,21.4612,-71.1419,76.48,71,66,19.82,broken clouds
320,Irkutsk,RU,52.2978,104.2964,32.0,40,0,6.71,clear sky
321,Coahuayana,MX,18.7333,-103.6833,70.72,83,63,1.39,broken clouds
322,Bilibino,RU,68.0546,166.4372,2.52,59,10,1.48,clear sky
323,Nongan,CN,44.382,125.1685,62.6,22,0,31.32,clear sky
324,Bandarbeyla,SO,9.4942,50.8122,77.47,76,19,4.43,few clouds
325,Nynashamn,SE,58.9034,17.9479,41.0,93,100,1.01,overcast clouds
326,Swellendam,ZA,-34.0226,20.4417,61.99,82,64,0.83,broken clouds
327,Saint George,US,37.1041,-113.5841,79.0,8,1,14.97,clear sky
328,Ahlat,TR,38.7518,42.4814,35.62,81,66,6.29,broken clouds
329,Tecoanapa,MX,16.5167,-98.75,78.69,70,0,8.14,clear sky
330,Mapiri,BO,-15.25,-68.1667,68.38,99,100,0.78,overcast clouds
331,Nkhata Bay,MW,-11.6066,34.2907,69.89,90,56,3.96,light rain
332,Labuhan,ID,-6.8844,112.2051,82.35,75,83,5.28,broken clouds
333,Pondicherry,IN,11.93,79.83,84.15,68,56,5.3,broken clouds
334,Ishigaki,JP,24.3448,124.1572,78.8,69,20,12.66,few clouds
335,Juneau,US,58.3019,-134.4197,35.6,69,90,11.5,overcast clouds
336,Viseu,PT,40.661,-7.9097,50.0,83,91,5.99,overcast clouds
337,Kholm-Zhirkovskiy,RU,55.5189,33.4731,41.32,81,0,6.02,clear sky
338,Zaysan,KZ,47.4667,84.8667,46.33,28,0,1.79,clear sky
339,Sao Filipe,CV,14.8961,-24.4956,75.34,66,51,6.55,broken clouds
340,Pitimbu,BR,-7.4706,-34.8086,73.4,100,20,8.05,few clouds
341,Agustin Codazzi,CO,10.0341,-73.2361,76.77,82,73,3.96,broken clouds
342,Buraydah,SA,26.326,43.975,62.6,42,0,12.66,clear sky
343,Karratha,AU,-20.7377,116.8463,87.24,63,81,11.99,broken clouds
344,Awbari,LY,26.5921,12.7805,74.32,17,93,18.61,overcast clouds
345,Kalamare,BW,-22.9337,26.5703,60.89,55,0,5.01,clear sky
346,Beloha,MG,-25.1667,45.05,71.24,91,37,10.22,scattered clouds
347,Aasiaat,GL,68.7098,-52.8699,19.9,90,100,5.44,overcast clouds
348,Bridlington,GB,54.0831,-0.1919,30.99,82,15,1.99,few clouds
349,Gondanglegi,ID,-7.7479,112.0132,83.71,71,56,5.59,broken clouds
350,Chai Nat,TH,15.1167,100.1,88.0,81,100,6.93,overcast clouds
351,Codrington,AU,-38.2667,141.9667,61.21,53,9,7.54,clear sky
352,Komsomolskiy,UZ,40.4272,71.7189,50.0,57,0,4.61,clear sky
353,Dunedin,NZ,-45.8742,170.5036,60.01,79,100,12.46,overcast clouds
354,Nushki,PK,29.5542,66.0215,72.12,14,10,7.81,clear sky
355,Grand Gaube,MU,-20.0064,57.6608,75.99,86,87,1.99,overcast clouds
356,Leopold,AU,-38.1833,144.4667,60.8,72,40,9.22,scattered clouds
357,Winchester,GB,51.0651,-1.3187,33.01,86,5,2.3,clear sky
358,Sorong,ID,-0.8833,131.25,83.5,69,18,5.35,few clouds
359,Cabo San Lucas,MX,22.8909,-109.9124,75.99,60,20,11.5,few clouds
360,Puerto Del Rosario,ES,28.5004,-13.8627,66.2,82,20,11.5,few clouds
361,Nguruka,TZ,-5.1092,31.0419,63.12,97,100,2.93,light rain
362,Jhusi,IN,25.4333,81.9333,86.31,20,0,6.13,clear sky
363,Nhulunbuy,AU,-12.2333,136.7667,91.4,49,40,5.75,scattered clouds
364,Pachino,IT,36.7186,15.0907,51.8,82,64,4.61,broken clouds
365,Pukhrayan,IN,26.2333,79.85,85.32,24,1,7.94,clear sky
366,Pocone,BR,-16.2567,-56.6228,76.17,74,57,2.37,broken clouds
367,Susangerd,IR,31.5608,48.1831,69.8,52,0,4.61,clear sky
368,Baykit,RU,61.67,96.37,32.05,90,100,3.67,overcast clouds
369,Port Shepstone,ZA,-30.7414,30.455,72.99,85,100,8.05,overcast clouds
370,Flinders,AU,-34.5833,150.8552,66.0,43,12,4.0,few clouds
371,Bonavista,CA,48.6499,-53.1147,33.8,100,100,3.44,light rain
372,Gizo,SB,-8.103,156.8419,82.53,73,63,4.85,light rain
373,Manta,EC,-0.95,-80.7333,78.8,73,0,9.22,clear sky
374,Tucuman,AR,-26.8241,-65.2226,58.05,71,37,4.32,scattered clouds
375,Teguise,ES,29.0605,-13.564,66.2,82,0,8.05,clear sky
376,Nortelandia,BR,-14.4547,-56.8028,74.41,85,22,2.3,few clouds
377,Saint-Augustin,CA,51.226,-58.6502,41.07,82,62,20.83,broken clouds
378,Urubicha,BO,-15.3833,-62.95,70.21,98,100,5.99,overcast clouds
379,Eirunepe,BR,-6.6603,-69.8736,74.93,88,49,0.72,scattered clouds
380,Beaverlodge,CA,55.2166,-119.4361,37.4,56,40,11.5,scattered clouds
381,Ndende,GA,-2.4008,11.3581,71.17,96,100,0.54,light rain
382,Rocha,UY,-34.4833,-54.3333,62.87,65,100,14.5,overcast clouds
383,Abu Samrah,SY,35.3029,37.1841,44.04,82,29,5.46,scattered clouds
384,South Venice,US,27.0531,-82.4243,68.0,94,90,10.36,moderate rain
385,Wanning,CN,18.8003,110.3967,80.83,64,79,1.88,broken clouds
386,Yulara,AU,-25.2406,130.9889,69.8,35,43,19.57,scattered clouds
387,Matipo,BR,-20.2839,-42.3411,62.26,91,0,2.51,clear sky
388,Boyolangu,ID,-8.1181,111.8935,83.19,71,51,3.47,broken clouds
389,Satipo,PE,-11.2522,-74.6386,68.34,97,100,2.62,overcast clouds
390,Ambikapur,IN,23.1167,83.2,81.7,30,0,0.72,clear sky
391,Kirakira,SB,-10.4544,161.9205,82.74,74,94,2.98,overcast clouds
392,Fallon,US,39.4735,-118.7774,64.4,10,40,12.66,scattered clouds
393,Inzhavino,RU,52.3185,42.4937,41.34,94,100,10.74,light rain
394,Drovyanaya,RU,51.5833,113.0333,24.8,26,1,6.71,clear sky
395,Shimoda,JP,34.6667,138.95,62.6,67,40,11.5,scattered clouds
396,Tomohon,ID,1.3346,124.8392,86.0,70,40,6.91,scattered clouds
397,Cayambe,EC,0.05,-78.1333,59.0,88,20,4.61,few clouds
398,San Joaquin,US,37.9333,-121.3011,80.01,23,1,8.05,clear sky
399,Bonthe,SL,7.5264,-12.505,80.46,86,61,7.05,broken clouds
400,Pisco,PE,-13.7,-76.2167,68.0,73,0,9.22,clear sky
401,Bam,IR,29.106,58.357,73.38,17,97,7.36,overcast clouds
402,Sisimiut,GL,66.9395,-53.6735,28.94,69,100,11.77,overcast clouds
403,Severobaykalsk,RU,55.65,109.3167,15.94,72,23,3.13,few clouds
404,Kirkkonummi,FI,60.1238,24.4385,42.01,69,100,4.0,overcast clouds
405,Yoichi,JP,43.2039,140.7703,57.99,47,3,17.27,clear sky
406,The Valley,AI,18.217,-63.0578,75.99,64,0,5.75,clear sky
407,Conakry,GN,9.538,-13.6773,79.16,84,22,7.0,few clouds
408,Chhatarpur,IN,24.9,79.6,82.69,34,4,4.43,clear sky
409,Slyudyanka,RU,51.6594,103.7061,35.31,55,97,3.78,overcast clouds
410,Kyshtovka,RU,56.555,76.6271,32.59,85,100,11.65,overcast clouds
411,Novikovo,RU,51.1537,37.8879,45.09,92,100,10.4,overcast clouds
412,Tiarei,PF,-17.5333,-149.3333,86.0,66,75,10.36,broken clouds
413,Giyani,ZA,-23.3025,30.7187,65.05,62,0,4.03,clear sky
414,Lasa,IT,46.6166,10.7002,48.0,100,90,5.75,mist
415,Iwaki,JP,37.05,140.8833,57.2,51,20,11.5,few clouds
416,Kavieng,PG,-2.5744,150.7967,81.14,76,95,9.69,light rain
417,Portland,US,45.5234,-122.6762,55.99,40,3,1.99,clear sky
418,Tromso,NO,69.6496,18.957,30.2,93,90,11.5,light snow
419,Makasar,ID,-5.14,119.4221,82.4,78,20,3.44,few clouds
420,Christchurch,NZ,-43.5333,172.6333,69.8,52,92,17.27,overcast clouds
421,Umm Lajj,SA,25.0213,37.2685,67.57,48,0,14.47,clear sky
422,Vero Beach,US,27.6386,-80.3973,66.2,94,40,6.91,scattered clouds
423,Ust-Koksa,RU,50.2696,85.6108,34.75,62,14,1.86,few clouds
424,Port Hardy,CA,50.6996,-127.4199,44.6,61,20,16.11,few clouds
425,Biak,ID,-0.9131,122.8766,83.07,68,85,1.01,overcast clouds
426,Okato,NZ,-39.2,173.8833,70.0,79,100,5.01,overcast clouds
427,Loubomo,CG,-4.1997,12.6739,72.21,95,100,1.36,overcast clouds
428,Astoria,US,46.1879,-123.8313,51.01,62,1,16.11,clear sky
429,Ancud,CL,-41.8697,-73.8203,59.0,100,90,13.8,light intensity drizzle
430,Tessalit,ML,20.1986,1.0114,82.74,12,0,5.37,clear sky
431,Souillac,MU,-20.5167,57.5167,75.2,94,40,3.44,light rain
432,Badnawar,IN,23.0167,75.2167,71.6,37,0,9.22,haze
433,Karpogory,RU,64.0019,44.4451,33.22,82,10,11.21,clear sky
434,Mecca,SA,21.4267,39.8261,68.86,56,0,6.08,clear sky
435,Cilegon,ID,-6.0174,106.0538,84.2,65,20,5.75,few clouds
436,Sanchez,DO,19.2281,-69.6137,69.21,80,40,5.41,scattered clouds
437,Kota Bahru,MY,6.1333,102.2386,80.6,89,20,2.3,few clouds
438,Springdale,US,36.1867,-94.1288,69.8,59,1,5.39,clear sky
439,Makakilo City,US,21.3469,-158.0858,73.4,78,90,5.75,moderate rain
440,Suntar,RU,62.1444,117.6319,19.24,80,100,5.5,overcast clouds
441,Stillwater,US,36.1156,-97.0584,77.0,31,1,5.75,clear sky
442,Lishan,CN,31.8576,113.2951,61.52,69,100,5.73,overcast clouds
443,Tshikapa,CD,-6.4167,20.8,69.75,98,100,2.84,overcast clouds
444,Aykhal,RU,66.0,111.5,17.64,90,96,7.25,overcast clouds
445,Kasama,ZM,-10.2129,31.1808,60.6,97,100,5.95,overcast clouds
446,Jaciara,BR,-15.9653,-54.9683,71.8,83,10,2.59,clear sky
447,Cayenne,GF,4.9333,-52.3333,81.0,94,0,4.03,clear sky
448,Inhambane,MZ,-23.865,35.3833,72.12,82,0,5.99,clear sky
449,Mackay,AU,-21.15,149.2,80.01,53,90,13.8,overcast clouds
450,Inta,RU,66.0317,60.1659,32.38,79,72,20.54,broken clouds
451,Saint-Joseph,RE,-21.3667,55.6167,78.8,69,0,6.91,light rain
452,Kuytun,RU,54.3419,101.5036,32.4,79,100,10.85,overcast clouds
453,Swindon,GB,51.558,-1.7812,32.0,86,1,5.75,clear sky
454,Warman,CA,52.3168,-106.5679,32.0,93,90,19.57,light snow
455,Antalaha,MG,-14.9003,50.2788,74.1,88,99,5.86,overcast clouds
456,Vaitape,PF,-16.5167,-151.75,81.7,74,100,8.77,light rain
457,Peniche,PT,39.3558,-9.3811,51.01,88,19,3.98,few clouds
458,Yarada,IN,17.65,83.2667,81.61,73,0,4.21,clear sky
459,Lagoa,PT,39.05,-27.9833,60.98,85,0,8.52,clear sky
460,Redlands,US,34.0556,-117.1825,80.6,26,40,9.22,scattered clouds
461,General Pico,AR,-35.6566,-63.7568,57.07,57,0,6.58,clear sky
462,Sandeid,NO,59.5449,5.8636,37.99,65,20,9.22,few clouds
463,Snizhne,UA,48.0261,38.7723,45.34,93,100,8.59,overcast clouds
464,Gazli,UZ,40.1333,63.45,51.12,52,0,12.21,clear sky
465,Myitkyina,MM,25.3833,97.4,81.3,44,59,1.39,broken clouds
466,Athabasca,CA,54.7169,-113.2854,35.6,55,44,4.61,scattered clouds
467,Casambalangan,PH,18.3765,122.1274,81.57,71,95,4.32,overcast clouds
468,Wajir,KE,1.7471,40.0573,76.66,79,68,10.42,broken clouds
469,Creel,MX,27.75,-107.6333,52.07,30,100,8.3,overcast clouds
470,Caorle,IT,45.5966,12.8758,52.0,96,100,3.0,light rain
471,Commerce,US,34.0006,-118.1598,68.0,60,1,3.44,clear sky
472,Chapais,CA,49.7834,-74.8492,48.2,53,1,11.5,clear sky
473,Matay,EG,28.419,30.7792,52.83,60,0,12.8,clear sky
474,Kutum,SD,14.2,24.6667,65.01,18,11,13.02,few clouds
475,Oskarshamn,SE,57.2645,16.4484,34.0,93,100,1.99,overcast clouds
476,Bodden Town,KY,19.2833,-81.25,81.0,83,20,10.36,few clouds
477,Batagay,RU,67.6333,134.6333,4.17,82,96,2.33,overcast clouds
478,Pathein,MM,16.7833,94.7333,86.79,57,100,5.99,overcast clouds
479,Henties Bay,NA,-22.116,14.2845,84.99,29,0,5.01,clear sky
480,Moron,AR,-34.6534,-58.6198,63.0,81,0,4.7,clear sky
481,Salinopolis,BR,-0.6136,-47.3561,77.45,87,65,7.09,broken clouds
482,Nizhniy Kuranakh,RU,58.8353,125.4869,17.1,83,100,8.75,light snow
483,Aitape,PG,-3.1374,142.3475,83.89,73,100,7.25,overcast clouds
484,Kattivakkam,IN,13.2167,80.3167,82.4,78,40,3.44,scattered clouds
485,Seymchan,RU,62.8833,152.4333,0.95,73,96,3.6,overcast clouds
486,Vanimo,PG,-2.6741,141.3028,85.53,68,100,2.91,overcast clouds
487,Ornskoldsvik,SE,63.2909,18.7153,28.4,86,90,3.44,overcast clouds
488,Mumford,GH,5.2618,-0.759,80.85,86,81,8.32,broken clouds
489,Middelburg,ZA,-25.7751,29.4648,57.74,43,0,5.53,clear sky
490,Tekeli,KZ,44.83,78.8239,47.41,60,0,8.79,clear sky
491,Banda Aceh,ID,5.5577,95.3222,83.37,69,72,1.92,broken clouds
492,Yenagoa,NG,4.9247,6.2642,77.38,86,94,3.74,overcast clouds
493,North Bend,US,43.4065,-124.2243,52.0,62,1,23.02,clear sky
494,Muisne,EC,0.6,-80.0333,77.54,87,100,3.94,overcast clouds
495,Tevaitoa,PF,-16.7833,-151.5,81.9,74,100,11.63,light rain
496,Sinnamary,GF,5.3833,-52.95,77.5,86,54,3.47,broken clouds
497,Axim,GH,4.8699,-2.2405,79.86,86,86,5.93,overcast clouds
498,Lensk,RU,60.7253,114.9278,19.85,78,72,5.97,broken clouds
499,Calvinia,ZA,-31.4707,19.776,69.87,34,64,2.46,broken clouds
500,Soyo,AO,-6.1349,12.3689,78.13,81,100,4.12,light rain
501,Huty,UA,50.1332,35.3439,46.35,69,100,11.63,light rain
502,Kristiansund,NO,63.1115,7.732,35.6,75,100,6.91,overcast clouds
503,Aberdeen,GB,57.1437,-2.0981,32.0,93,20,6.91,snow
504,Kirensk,RU,57.7853,108.1119,27.61,85,99,6.17,overcast clouds
505,Erenhot,CN,43.6475,111.9767,33.62,40,100,16.08,overcast clouds
506,Zhanakorgan,KZ,43.9098,67.2495,48.02,80,100,3.13,overcast clouds
507,Olafsvik,IS,64.8945,-23.7142,35.24,79,91,19.64,overcast clouds
508,Green River,US,41.5286,-109.4662,48.2,15,1,18.41,clear sky
509,Cap Malheureux,MU,-19.9842,57.6142,75.99,86,86,1.99,overcast clouds
510,Mikhaylovsk,RU,45.1283,42.0256,44.6,87,75,2.24,broken clouds
511,Eureka,US,40.8021,-124.1637,55.0,65,0,7.0,clear sky
512,Anloga,GH,5.7947,0.8973,82.4,83,20,5.75,few clouds
513,Jega,NG,12.2175,4.3792,84.2,6,28,5.46,scattered clouds
514,Wells,GB,51.2079,-2.649,35.6,75,20,4.61,few clouds
515,Vila Velha,BR,-20.3297,-40.2925,71.6,94,0,3.44,clear sky
516,Mumbwa,ZM,-14.9783,27.0619,57.43,95,3,4.07,clear sky
517,Kendari,ID,-3.945,122.4989,87.39,59,49,1.92,scattered clouds
518,Marsa Matruh,EG,31.3525,27.2453,57.2,58,0,6.91,clear sky
519,Korla,CN,41.7597,86.1469,52.54,40,24,18.86,few clouds
520,Ratnagiri,IN,16.9833,73.3,82.47,77,96,2.64,overcast clouds
521,Necochea,AR,-38.5473,-58.7368,54.0,94,0,8.5,clear sky
522,Ucluelet,CA,48.9329,-125.5528,48.2,46,1,10.36,clear sky
523,Andenes,NO,69.3143,16.1194,33.8,69,90,16.11,overcast clouds
524,Atar,MR,20.5169,-13.0499,75.67,19,5,10.94,clear sky
525,San Patricio,US,28.017,-97.5169,72.0,83,75,10.36,broken clouds
526,Ternate,ID,0.8,127.4,83.82,69,24,7.38,few clouds
527,Winter Garden,US,28.5653,-81.5862,62.01,95,26,6.67,scattered clouds
528,Iranshahr,IR,27.2025,60.6848,72.52,27,91,4.38,overcast clouds
529,Gavrilovka,UA,49.9833,36.05,50.0,53,40,11.18,light rain
530,Ulladulla,AU,-35.35,150.4667,64.4,32,0,12.66,clear sky
531,Tungor,RU,53.3808,142.9564,26.8,58,100,10.94,overcast clouds
532,Asfi,MA,32.2994,-9.2372,58.82,87,99,11.9,overcast clouds
533,Broome,US,42.2506,-75.833,55.99,100,90,12.66,mist
534,La Rioja,ES,42.25,-2.5,41.0,81,0,4.61,clear sky
535,Catuday,PH,16.2923,119.8062,82.26,61,93,3.13,overcast clouds
536,Touros,BR,-5.1989,-35.4608,77.0,100,75,4.61,broken clouds
537,Chulman,RU,56.8479,124.9104,11.75,78,100,8.84,overcast clouds
538,Uppsala,SE,60.0,17.75,35.6,100,90,8.05,light snow
539,Were Ilu,ET,10.6,39.4333,51.78,80,72,4.94,broken clouds
540,Viytivka,UA,48.426,29.5429,42.62,57,72,4.83,broken clouds
541,Inuvik,CA,68.3499,-133.7218,12.2,34,25,6.91,scattered clouds
542,Catamarca,AR,-28.4696,-65.7852,60.01,83,2,6.82,clear sky
543,Williston,US,48.147,-103.618,37.0,67,100,11.99,overcast clouds
544,Verkh-Usugli,RU,52.7,115.1667,23.07,24,4,7.02,clear sky
545,Asau,RO,46.4333,26.4,39.99,47,3,3.24,light rain
546,Murdochville,CA,48.9583,-65.5006,42.8,93,100,1.14,overcast clouds
547,Paso Del Macho,MX,18.9667,-96.7167,80.01,78,40,8.05,scattered clouds
548,Chilca,PE,-12.5211,-76.7372,71.01,78,0,10.36,clear sky
549,Ambon,ID,-3.6954,128.1814,87.8,70,40,5.75,scattered clouds
550,San Francisco,US,37.7749,-122.4194,59.0,58,75,27.63,broken clouds
551,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,64.0,80,4,1.99,clear sky
552,Yurgamysh,RU,55.3714,64.4656,36.73,91,98,7.14,overcast clouds
553,Antofagasta,CL,-23.65,-70.4,60.8,77,75,9.22,broken clouds
554,Tahe,CN,52.3333,124.7333,25.03,29,92,8.34,overcast clouds
555,Kibala,TD,9.1104,18.3463,84.2,48,0,6.91,clear sky
556,Ordu,TR,40.9086,37.6845,46.4,93,75,2.3,broken clouds
557,Brigantine,US,39.4101,-74.3646,53.01,100,90,13.8,mist
558,Castellammare Del Golfo,IT,38.0188,12.8858,62.01,76,0,6.91,clear sky
559,Mayo,US,38.8876,-76.5119,63.0,89,2,6.51,clear sky
560,Saint Anthony,US,45.0205,-93.218,52.0,76,90,12.66,overcast clouds
561,Morgan City,US,29.6994,-91.2068,66.2,82,1,3.44,clear sky
562,Port Blair,IN,11.6667,92.75,84.69,69,89,5.26,overcast clouds
563,Rio Gallegos,AR,-51.6226,-69.2181,59.0,38,40,21.85,scattered clouds
564,Khasan,RU,42.4308,130.6434,44.67,87,100,3.31,overcast clouds
565,Bhikhi,IN,30.0667,75.5333,80.31,15,99,4.43,overcast clouds
566,Uarini,BR,-2.99,-65.1083,73.24,98,99,2.46,overcast clouds
567,Edson,CA,53.5835,-116.4356,32.0,74,40,3.02,scattered clouds
568,Maraa,BR,-1.8333,-65.3667,73.87,95,93,2.75,overcast clouds
569,Nova Vicosa,BR,-17.8919,-39.3719,74.19,87,19,6.62,few clouds
570,Kita,ML,13.0349,-9.4895,86.5,12,0,3.2,clear sky
571,Vedasandur,IN,10.5333,77.95,80.67,69,55,3.47,broken clouds
572,Fort Nelson,CA,58.8053,-122.7002,32.0,27,20,4.61,few clouds
573,Kawalu,ID,-7.3817,108.2082,80.4,78,100,1.3,overcast clouds
574,Neverkino,RU,52.7854,46.7417,42.84,95,100,9.17,light rain
575,Panguipulli,CL,-39.6333,-72.3333,55.4,94,20,2.3,few clouds
576,Lormi,IN,22.2833,81.7333,84.76,31,34,1.21,scattered clouds
577,Hervey Bay,AU,-25.2986,152.8535,75.0,52,0,5.99,clear sky
578,College,US,64.8569,-147.8028,34.0,40,90,4.61,overcast clouds
579,Goderich,CA,43.7501,-81.7165,53.6,76,99,2.3,overcast clouds
580,Talaya,RU,61.3833,152.75,0.12,78,100,7.92,overcast clouds
581,Jabinyanah,TN,35.035,10.9081,64.4,68,40,9.22,scattered clouds
582,Rockport,US,28.0206,-97.0544,72.0,83,1,14.97,clear sky
583,Pekan,MY,3.4836,103.3996,78.8,89,20,2.35,few clouds
584,Tateyama,JP,34.9833,139.8667,64.4,48,40,11.5,scattered clouds
585,Nerja,ES,36.7585,-3.8873,63.0,63,56,4.0,broken clouds
586,Nova Ushytsya,UA,48.8372,27.2743,40.78,59,0,5.61,clear sky
587,Uniara,IN,26.15,75.2167,81.82,8,0,4.47,clear sky
588,Husavik,IS,66.0449,-17.3389,32.0,93,0,4.79,clear sky
589,Marienburg,PL,54.0359,19.0266,52.0,72,100,14.29,overcast clouds
590,Yagodnoye,RU,62.55,149.6667,-1.66,76,100,4.23,overcast clouds
591,Bac Lieu,VN,9.285,105.7244,85.17,68,100,15.28,overcast clouds
592,Laguna,US,38.421,-121.4238,82.4,12,1,4.61,clear sky
593,Belaya Gora,RU,68.5333,146.4167,1.63,83,15,6.51,few clouds
594,Lincoln,US,40.8,-96.667,60.8,39,1,25.32,clear sky
595,Rochegda,RU,62.8,43.25,32.45,88,8,6.64,clear sky
596,Pustoshka,RU,56.3355,29.369,42.82,84,77,7.58,broken clouds
597,Luzhou,CN,28.8724,105.4405,62.13,75,100,2.24,overcast clouds
598,Talas,TR,38.6908,35.5538,30.2,100,90,2.06,light snow
599,Shache,CN,38.4167,77.2406,57.78,21,0,1.9,clear sky
600,Cata,RO,46.0833,25.2667,36.0,70,11,3.0,light snow
601,Foumban,CM,5.7291,10.9001,64.44,92,100,3.42,overcast clouds
602,Port-Gentil,GA,-0.7193,8.7815,80.22,77,94,5.39,overcast clouds
603,Amapa,BR,1.0,-52.0,72.86,98,100,1.68,overcast clouds
604,Linjiang,CN,41.8069,126.9078,59.27,40,100,12.39,light rain
605,Caravelas,BR,-17.7125,-39.2481,72.48,91,9,4.52,clear sky
606,Morinville,CA,53.8001,-113.652,35.6,74,1,5.75,clear sky
607,Sept-Iles,CA,50.2001,-66.3821,51.8,62,90,6.91,overcast clouds
608,Romitan,UZ,39.9343,64.3814,46.4,61,0,11.5,clear sky
609,Magadan,RU,59.5667,150.8,13.23,85,100,18.54,overcast clouds
610,Magomeni,TZ,-6.8,39.25,78.8,94,75,11.5,moderate rain
611,Buala,SB,-8.145,159.5921,85.05,65,96,2.84,overcast clouds
612,Cabedelo,BR,-6.9811,-34.8339,73.4,100,20,8.05,few clouds
613,Bayir,TR,37.2687,28.2167,39.2,75,0,3.44,clear sky
614,Noumea,NC,-22.2763,166.4572,78.8,83,90,13.8,overcast clouds
615,Lakselv,NO,70.0513,24.9718,32.0,69,20,17.27,light snow
616,Karpinsk,RU,59.7654,60.0085,34.88,91,100,4.38,overcast clouds
617,Jimo,CN,36.3897,120.4622,57.0,88,90,6.71,overcast clouds
618,Mercedes,AR,-34.6515,-59.4307,55.99,86,0,1.99,clear sky
619,Okha,RU,53.5739,142.9478,25.61,61,100,12.37,overcast clouds
620,Manjacaze,MZ,-24.7117,33.8828,64.26,95,0,4.25,clear sky
621,Gezing,AT,47.9178,13.1299,50.0,76,20,11.5,few clouds
622,Las Cruces,US,32.3123,-106.7783,77.0,8,100,3.0,overcast clouds
623,Isangel,VU,-19.55,169.2667,86.0,79,75,6.91,broken clouds
624,Nome,US,64.5011,-165.4064,27.0,86,90,27.63,light snow
625,Hualmay,PE,-11.0964,-77.6139,69.3,83,100,8.34,overcast clouds
626,Cidreira,BR,-30.1811,-50.2056,69.26,79,90,18.07,overcast clouds
627,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.49,86,100,4.61,overcast clouds
628,Buturlino,RU,55.5667,44.8974,34.12,99,100,6.42,overcast clouds
